"","year","pair","location","site","month","week","date","richness","avg_rich","sd","se","X.x","grass_comp1","grass_comp500","crop_comp1","crop_comp500","dominance_1","dominance_500","X.y","weight"
"1",2022,"Pair A","CORN","NE02",5,20,"5/19/2022",4,7.82758620689655,1.77419932680393,0.887099663401966,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",1,0.571428571428571
"2",2022,"Pair A","CORN","NE02",5,20,"5/20/2022",7,7.82758620689655,1.77419932680393,0.670584313568774,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",1,0.571428571428571
"3",2022,"Pair A","CORN","NE02",5,20,"5/21/2022",9,7.82758620689655,1.77419932680393,0.591399775601311,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",1,0.571428571428571
"4",2022,"Pair A","CORN","NE02",5,20,"5/22/2022",9,7.82758620689655,1.77419932680393,0.591399775601311,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",1,0.571428571428571
"5",2022,"Pair A","CORN","NE02",5,21,"5/23/2022",8,10.0847457627119,1.56786848051104,0.554325217289004,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",2,0.857142857142857
"6",2022,"Pair A","CORN","NE02",5,21,"5/24/2022",8,10.0847457627119,1.56786848051104,0.554325217289004,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",2,0.857142857142857
"7",2022,"Pair A","CORN","NE02",5,21,"5/25/2022",9,10.0847457627119,1.56786848051104,0.522622826837015,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",2,0.857142857142857
"8",2022,"Pair A","CORN","NE02",5,21,"5/26/2022",11,10.0847457627119,1.56786848051104,0.47273013367998,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",2,0.857142857142857
"9",2022,"Pair A","CORN","NE02",5,21,"5/27/2022",11,10.0847457627119,1.56786848051104,0.47273013367998,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",2,0.857142857142857
"10",2022,"Pair A","CORN","NE02",5,21,"5/28/2022",12,10.0847457627119,1.56786848051104,0.452604644638491,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",2,0.857142857142857
"11",2022,"Pair A","CORN","NE02",5,22,"5/30/2022",9,9,0,0,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",3,0.142857142857143
"12",2022,"Pair A","CORN","NE02",6,25,"6/22/2022",12,10.7142857142857,1.52127765851133,0.43915503282684,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",4,0.285714285714286
"13",2022,"Pair A","CORN","NE02",6,25,"6/26/2022",9,10.7142857142857,1.52127765851133,0.50709255283711,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",4,0.285714285714286
"14",2022,"Pair A","CORN","NE02",6,26,"6/27/2022",8,8,0,0,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",5,0.142857142857143
"15",2022,"Pair A","CORN","NE02",7,27,"7/4/2022",11,11,0,0,2,37.0178468624065,9.03890160183066,59.5279217040875,86.6132723112128,"Cropland dominated","Cropland dominated",6,0.142857142857143
"16",2022,"Pair A","CRP","NE01",5,20,"5/19/2022",7,9.48648648648649,1.42637110687736,0.539117603726488,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",1,0.571428571428571
"17",2022,"Pair A","CRP","NE01",5,20,"5/20/2022",11,9.48648648648649,1.42637110687736,0.430067070301465,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",1,0.571428571428571
"18",2022,"Pair A","CRP","NE01",5,20,"5/21/2022",9,9.48648648648649,1.42637110687736,0.475457035625785,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",1,0.571428571428571
"19",2022,"Pair A","CRP","NE01",5,20,"5/22/2022",10,9.48648648648649,1.42637110687736,0.451058148638791,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",1,0.571428571428571
"20",2022,"Pair A","CRP","NE01",5,21,"5/23/2022",11,10.1333333333333,1.19981166130309,0.361756827239574,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"21",2022,"Pair A","CRP","NE01",5,21,"5/24/2022",10,10.1333333333333,1.19981166130309,0.379413761294826,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"22",2022,"Pair A","CRP","NE01",5,21,"5/25/2022",9,10.1333333333333,1.19981166130309,0.399937220434362,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"23",2022,"Pair A","CRP","NE01",5,21,"5/26/2022",12,10.1333333333333,1.19981166130309,0.346355792815094,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"24",2022,"Pair A","CRP","NE01",5,21,"5/27/2022",9,10.1333333333333,1.19981166130309,0.399937220434362,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"25",2022,"Pair A","CRP","NE01",5,21,"5/28/2022",9,10.1333333333333,1.19981166130309,0.399937220434362,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"26",2022,"Pair A","CRP","NE01",5,22,"5/30/2022",11,11,0,0,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",3,0.142857142857143
"27",2022,"Pair A","CRP","NE01",6,25,"6/22/2022",10,9.11111111111111,1.02261998512983,0.323380833381777,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",4,0.285714285714286
"28",2022,"Pair A","CRP","NE01",6,25,"6/26/2022",8,9.11111111111111,1.02261998512983,0.361550763031094,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",4,0.285714285714286
"29",2022,"Pair A","CRP","NE01",6,26,"6/27/2022",11,11,0,0,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",5,0.142857142857143
"30",2022,"Pair A","CRP","NE01",7,27,"7/4/2022",12,12,0,0,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",6,0.142857142857143
"31",2022,"Pair B","CORN","NE04",3,11,"3/18/2022",2,2.6,0.547722557505166,0.387298334620742,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",8,0.285714285714286
"32",2022,"Pair B","CORN","NE04",3,11,"3/19/2022",3,2.6,0.547722557505166,0.316227766016838,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",8,0.285714285714286
"33",2022,"Pair B","CORN","NE04",3,12,"3/24/2022",4,3.46153846153846,0.776250025806185,0.388125012903092,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",9,0.571428571428571
"34",2022,"Pair B","CORN","NE04",3,12,"3/25/2022",4,3.46153846153846,0.776250025806185,0.388125012903092,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",9,0.571428571428571
